id,first_name,gender,birthday,Age,abonoment_type,visit_per_week,attend_group_lesson,fav_group_lesson,avg_time_check_in,avg_time_check_out,avg_time_in_gym,personal_training,name_personal_trainer,precio_inscripcion_COP,precio_entrenador_COP,id_entrenador,ciudad,pais,latitud,longitud,fecha_inscripcion,__FileName
798,Donall,Male,02/03/1988,36,Standard,1,True,BodyBalance- Kickboxen- Pilates,20:44:00,21:28:00,44,1,Felipe Arroyo,155000,92015,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
585,Courtenay,Female,09/11/1997,26,Premium,2,True,Kickboxen- BodyPump- Zumba,20:45:00,22:10:00,85,1,Felipe Arroyo,260000,50553,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
836,Marieann,Female,20/09/1983,41,Standard,1,True,HIT- Zumba- XCore,09:46:00,11:52:00,126,1,Felipe Arroyo,155000,98885,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
922,Vida,Female,29/11/1989,34,Standard,1,True,BodyBalance- XCore- Kickboxen,10:28:00,13:04:00,156,1,Felipe Arroyo,155000,145618,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
926,Gerick,Male,09/11/2001,22,Standard,5,False,,09:16:00,10:27:00,71,1,Felipe Arroyo,155000,136066,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
317,Willie,Male,27/09/1988,36,Premium,3,False,,11:06:00,13:10:00,124,1,Felipe Arroyo,260000,196000,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
837,Gal,Male,24/12/2000,23,Premium,2,False,,19:11:00,21:17:00,126,1,Felipe Arroyo,260000,94520,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
259,Muire,Female,08/05/2007,17,Premium,5,False,,10:02:00,11:31:00,89,1,Felipe Arroyo,260000,159848,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
991,Oliy,Female,01/04/1981,43,Standard,3,False,,08:22:00,09:09:00,47,1,Felipe Arroyo,155000,61045,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
993,Melantha,Female,02/10/1985,39,Standard,5,True,Running,09:42:00,11:43:00,121,1,Felipe Arroyo,155000,176203,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
11,Conrade,Male,11/07/1983,41,Standard,1,False,,13:50:00,16:45:00,175,1,Carlos Quintero,155000,159088,1972,Cali,Colombia,10.9878,-74.788899999999998,,
782,Elvera,Female,12/01/2004,20,Premium,2,False,,14:03:00,16:21:00,138,1,Carlos Quintero,260000,52317,1972,Cali,Colombia,10.9878,-74.788899999999998,,
99,Blondelle,Female,23/03/1990,34,Premium,2,False,,09:35:00,10:57:00,82,1,Carlos Quintero,260000,138665,1972,Cali,Colombia,10.9878,-74.788899999999998,,
264,Padraig,Male,05/07/1976,48,Standard,5,False,,15:42:00,16:38:00,56,1,Carlos Quintero,155000,126199,1972,Cali,Colombia,10.9878,-74.788899999999998,,
271,Craggy,Male,28/12/1976,47,Standard,3,False,,10:08:00,10:41:00,33,1,Carlos Quintero,155000,161490,1972,Cali,Colombia,10.9878,-74.788899999999998,,
946,Fidelio,Male,14/02/2003,21,Premium,3,False,,13:49:00,16:45:00,176,1,Carlos Quintero,260000,148597,1972,Cali,Colombia,10.9878,-74.788899999999998,,
546,Agnesse,Female,04/11/2003,20,Standard,1,False,,08:55:00,09:55:00,60,1,Carlos Quintero,155000,59950,1972,Cali,Colombia,10.9878,-74.788899999999998,,
595,Orazio,Male,13/05/1991,33,Standard,2,True,BodyPump- Yoga- XCore,17:06:00,19:10:00,124,1,Carlos Quintero,155000,174867,1972,Cali,Colombia,10.9878,-74.788899999999998,,
631,Cordy,Female,05/03/1996,28,Standard,3,False,,08:50:00,10:15:00,85,1,Carlos Quintero,155000,182391,1972,Cali,Colombia,10.9878,-74.788899999999998,,
365,Shannon,Female,24/09/2003,21,Premium,2,True,Kickboxen- Zumba,18:40:00,21:31:00,171,1,Carlos Quintero,260000,56739,1972,Cali,Colombia,10.9878,-74.788899999999998,,
625,Olympie,Female,07/10/2002,21,Premium,4,False,,19:28:00,21:19:00,111,1,Carlos Quintero,260000,126340,1972,Cali,Colombia,10.9878,-74.788899999999998,,
834,Avram,Male,28/03/2010,14,Standard,3,False,,19:16:00,20:30:00,74,1,Carlos Quintero,155000,192296,1972,Cali,Colombia,10.9878,-74.788899999999998,,
986,Jules,Male,16/12/1981,42,Standard,1,True,HIT,14:05:00,16:00:00,115,1,Carlos Quintero,155000,164114,1972,Cali,Colombia,10.9878,-74.788899999999998,,
209,Earl,Male,11/09/2005,19,Premium,4,False,,19:07:00,19:39:00,32,1,Camila Montenegro,260000,176581,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
682,Maximilien,Male,27/10/1989,34,Premium,3,False,,10:54:00,12:18:00,84,1,Camila Montenegro,260000,101551,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
864,Malchy,Male,24/09/1976,48,Premium,3,True,BodyBalance,16:01:00,16:50:00,49,1,Camila Montenegro,260000,113223,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
127,Minnie,Female,16/12/2004,19,Standard,3,False,,10:58:00,12:39:00,101,1,Camila Montenegro,155000,197406,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
171,Corabella,Female,22/08/1987,37,Standard,1,False,,16:39:00,17:40:00,61,1,Camila Montenegro,155000,115010,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
184,Klement,Male,16/10/2006,17,Standard,1,False,,17:58:00,18:58:00,60,1,Camila Montenegro,155000,62782,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
303,Therese,Female,23/01/1982,42,Standard,3,False,,13:32:00,14:39:00,67,1,Camila Montenegro,155000,119110,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
244,Sella,Female,11/10/2007,16,Premium,5,True,Yoga- BodyPump- Running,13:50:00,15:27:00,97,1,Camila Montenegro,260000,196119,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
359,Alikee,Female,05/02/1999,25,Standard,3,False,,15:21:00,16:30:00,69,1,Camila Montenegro,155000,167658,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
725,Querida,Female,12/10/1982,41,Premium,2,False,,19:18:00,20:05:00,47,1,Camila Montenegro,260000,105553,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
732,Melva,Female,20/06/1991,33,Premium,4,False,,13:30:00,14:58:00,88,1,Camila Montenegro,260000,72855,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
442,Joyce,Female,17/05/1994,30,Standard,1,False,,14:08:00,16:01:00,113,1,Camila Montenegro,155000,168275,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
34,Trudi,Female,07/12/1976,47,Premium,2,True,XCore- BodyPump- LesMiles,14:42:00,16:57:00,135,1,Camila Montenegro,260000,87482,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
540,Ermanno,Male,12/02/2000,24,Standard,1,True,Yoga,08:58:00,10:09:00,71,1,Camila Montenegro,155000,113088,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
777,Harriette,Female,18/04/1980,44,Premium,2,False,,14:58:00,16:14:00,76,1,Camila Montenegro,260000,133224,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
594,Clare,Male,04/05/2009,15,Standard,1,True,BodyPump- LesMiles- XCore,08:01:00,10:51:00,170,1,Camila Montenegro,155000,180703,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
828,Margarita,Female,31/03/2006,18,Premium,2,True,Yoga- Zumba- Spinning,15:53:00,16:53:00,60,1,Camila Montenegro,260000,97392,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
678,Jessie,Female,21/11/1984,39,Standard,4,False,,13:57:00,16:46:00,169,1,Camila Montenegro,155000,182405,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
706,Hayley,Female,13/06/1985,39,Standard,3,False,,11:05:00,13:47:00,162,1,Camila Montenegro,155000,57711,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
712,Paul,Male,08/12/1999,24,Standard,4,True,XCore- Kickboxen- BodyBalance,13:12:00,15:06:00,114,1,Camila Montenegro,155000,110206,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
808,Sosanna,Female,05/05/1997,27,Premium,4,False,,16:32:00,18:29:00,117,1,Camila Montenegro,260000,52614,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
41,Samantha,Female,11/06/2008,16,Premium,3,False,,16:04:00,17:19:00,75,1,Camila Montenegro,260000,108503,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
840,Darell,Female,12/11/1975,48,Standard,2,False,,20:26:00,22:29:00,123,1,Camila Montenegro,155000,166107,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
852,Laraine,Female,17/08/1989,35,Standard,4,False,,15:43:00,17:32:00,109,1,Camila Montenegro,155000,186977,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
635,Alverta,Female,03/12/2005,18,Premium,1,False,,09:13:00,12:00:00,167,1,Camila Montenegro,260000,135311,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
994,Averill,Male,29/01/2007,17,Standard,4,True,LesMiles- BodyPump,19:50:00,22:02:00,132,1,Camila Montenegro,155000,114423,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
544,Bianca,Female,21/09/2012,12,Premium,2,True,BodyBalance- BodyPump,09:49:00,10:36:00,47,1,Sebastian Marmolejo,260000,164521,1020,Cali,Colombia,3.4516,-76.531999999999996,,
382,Hagen,Male,06/12/1978,45,Premium,2,True,HIT,14:20:00,15:52:00,92,1,Sebastian Marmolejo,260000,184583,1020,Cali,Colombia,3.4516,-76.531999999999996,,
691,Guss,Male,06/05/1996,28,Premium,3,False,,10:17:00,11:29:00,72,1,Sebastian Marmolejo,260000,159885,1020,Cali,Colombia,3.4516,-76.531999999999996,,
21,Biddie,Female,31/12/1997,26,Premium,2,False,,08:19:00,09:01:00,42,1,Sebastian Marmolejo,260000,135831,1020,Cali,Colombia,3.4516,-76.531999999999996,,
959,Gunilla,Female,12/04/2003,21,Premium,3,False,,09:22:00,12:12:00,170,1,Sebastian Marmolejo,260000,140607,1020,Cali,Colombia,3.4516,-76.531999999999996,,
972,Kit,Male,21/11/1993,30,Premium,3,True,Yoga- XCore,14:44:00,17:10:00,146,1,Sebastian Marmolejo,260000,108592,1020,Cali,Colombia,3.4516,-76.531999999999996,,
896,Franni,Female,08/05/1979,45,Premium,4,False,,10:05:00,12:47:00,162,1,Sebastian Marmolejo,260000,140708,1020,Cali,Colombia,3.4516,-76.531999999999996,,
131,Garrott,Male,17/11/1989,34,Standard,3,False,,15:41:00,17:27:00,106,1,Sebastian Marmolejo,155000,110270,1020,Cali,Colombia,3.4516,-76.531999999999996,,
662,Giffer,Male,07/12/1985,38,Premium,2,True,Kickboxen- Pilates,11:41:00,13:51:00,130,1,Sebastian Marmolejo,260000,56765,1020,Cali,Colombia,3.4516,-76.531999999999996,,
71,Vincenz,Male,21/09/1994,30,Premium,5,True,BodyPump- Kickboxen- Running,13:04:00,14:45:00,101,1,Sebastian Marmolejo,260000,177619,1020,Cali,Colombia,3.4516,-76.531999999999996,,
386,Joel,Male,09/06/1975,49,Premium,1,True,Kickboxen- Zumba- Yoga,13:06:00,13:57:00,51,1,Sebastian Marmolejo,260000,63329,1020,Cali,Colombia,3.4516,-76.531999999999996,,
385,Maiga,Female,12/01/2008,16,Premium,3,True,LesMiles- HIT,12:45:00,14:31:00,106,1,Sebastian Marmolejo,260000,89343,1020,Cali,Colombia,3.4516,-76.531999999999996,,
560,Marietta,Female,13/07/1979,45,Standard,2,False,,15:36:00,17:50:00,134,1,Sebastian Marmolejo,155000,118879,1020,Cali,Colombia,3.4516,-76.531999999999996,,
622,Glory,Female,24/04/1976,48,Premium,3,True,Kickboxen- Zumba- Pilates,15:30:00,17:48:00,138,1,Sebastian Marmolejo,260000,97860,1020,Cali,Colombia,3.4516,-76.531999999999996,,
333,Derwin,Male,13/06/1984,40,Premium,3,False,,11:18:00,12:13:00,55,1,Sebastian Marmolejo,260000,160735,1020,Cali,Colombia,3.4516,-76.531999999999996,,
160,Millie,Female,19/03/2000,24,Premium,3,True,BodyBalance- Yoga,15:17:00,16:48:00,91,1,Sebastian Marmolejo,260000,176571,1020,Cali,Colombia,3.4516,-76.531999999999996,,
833,Susana,Female,22/11/1999,24,Standard,2,True,BodyBalance- Kickboxen,17:44:00,19:20:00,96,1,Sebastian Marmolejo,155000,191493,1020,Cali,Colombia,3.4516,-76.531999999999996,,
829,Fields,Male,21/06/1984,40,Premium,2,True,Kickboxen- Zumba,09:40:00,10:14:00,34,1,Sebastian Marmolejo,260000,198449,1020,Cali,Colombia,3.4516,-76.531999999999996,,
877,Hobart,Male,07/05/2009,15,Standard,2,False,,09:12:00,10:54:00,102,1,Sebastian Marmolejo,155000,70540,1020,Cali,Colombia,3.4516,-76.531999999999996,,
941,Matias,Male,21/12/1978,45,Premium,3,False,,10:21:00,11:18:00,57,1,Sebastian Marmolejo,260000,136093,1020,Cali,Colombia,3.4516,-76.531999999999996,,
44,Elizabet,Female,05/04/1996,28,Standard,1,False,,11:49:00,12:21:00,32,1,Sara Jaramillo,155000,145007,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
129,Bradney,Male,30/03/1977,47,Premium,1,True,Running,12:24:00,13:13:00,49,1,Sara Jaramillo,260000,142741,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
812,Kelly,Male,15/06/2005,19,Premium,1,True,LesMiles- BodyPump,14:30:00,15:58:00,88,1,Sara Jaramillo,260000,163528,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
152,Marion,Male,25/09/1997,27,Premium,2,False,,20:44:00,21:33:00,49,1,Sara Jaramillo,260000,80502,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
569,Pasquale,Male,21/07/1993,31,Premium,2,True,Yoga- LesMiles- BodyPump,20:28:00,22:53:00,145,1,Sara Jaramillo,260000,59154,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
692,Matelda,Female,30/11/2007,16,Premium,4,True,BodyPump- BodyBalance,16:21:00,18:27:00,126,1,Sara Jaramillo,260000,77048,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
835,Mair,Female,08/11/2003,20,Premium,3,False,,15:37:00,16:54:00,77,1,Sara Jaramillo,260000,95505,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
394,Taffy,Female,14/05/2007,17,Premium,2,False,,09:30:00,11:39:00,129,1,Sara Jaramillo,260000,183358,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
802,Kristan,Female,10/11/1997,26,Premium,2,True,Spinning- Pilates,08:00:00,10:24:00,144,1,Sara Jaramillo,260000,63510,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
895,Robinet,Male,14/06/1988,36,Premium,3,False,,16:53:00,19:53:00,180,1,Sara Jaramillo,260000,187650,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
124,Fifi,Female,29/07/2010,14,Premium,3,False,,14:40:00,15:29:00,49,1,Sara Jaramillo,260000,181385,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
464,Arda,Female,20/09/1986,38,Premium,4,True,BodyPump- XCore,20:54:00,21:43:00,49,1,Sara Jaramillo,260000,102881,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
966,Aldous,Male,23/02/1988,36,Premium,2,False,,16:49:00,17:38:00,49,1,Sara Jaramillo,260000,158567,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
420,Durward,Male,27/02/1978,46,Premium,2,False,,11:27:00,14:08:00,161,1,Sara Jaramillo,260000,51948,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
241,Hedwig,Female,31/10/1981,42,Premium,2,False,,11:03:00,13:05:00,122,1,Sara Jaramillo,260000,101563,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
558,Theodoric,Male,26/11/1975,48,Standard,3,False,,15:32:00,16:21:00,49,1,Sara Jaramillo,155000,59634,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
566,Kathy,Female,05/07/1991,33,Standard,2,False,,09:56:00,12:44:00,168,1,Sara Jaramillo,155000,92834,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
606,Ruben,Male,23/02/1995,29,Standard,3,True,XCore,20:39:00,21:21:00,42,1,Sara Jaramillo,155000,93362,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
890,Gonzales,Male,28/08/1997,27,Premium,3,False,,20:18:00,21:06:00,48,1,Sara Jaramillo,260000,57184,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
571,Emmalynne,Female,20/04/1975,49,Premium,2,False,,10:11:00,11:21:00,70,1,Sara Jaramillo,260000,138762,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
293,Merilee,Female,04/05/1998,26,Premium,1,True,Yoga- BodyBalance- Running,16:31:00,18:53:00,142,1,Sara Jaramillo,260000,82941,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
784,Anallise,Female,22/11/1997,26,Standard,3,False,,09:38:00,12:18:00,160,1,Sara Jaramillo,155000,104616,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
588,Rochester,Male,08/12/2004,19,Premium,3,True,BodyPump- HIT- Pilates,08:22:00,10:46:00,144,1,Sara Jaramillo,260000,178003,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
882,Johnna,Female,14/04/1995,29,Standard,2,False,,15:39:00,18:08:00,149,1,Sara Jaramillo,155000,196264,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
927,Tye,Male,13/03/2001,23,Standard,3,True,Spinning- XCore,10:03:00,11:32:00,89,1,Sara Jaramillo,155000,66752,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
949,Nathanael,Male,08/07/1990,34,Standard,2,False,,17:01:00,18:10:00,69,1,Sara Jaramillo,155000,145485,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
975,Clemmy,Male,08/10/1976,47,Standard,3,False,,11:07:00,12:16:00,69,1,Sara Jaramillo,155000,163224,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
19,Janene,Female,29/05/1986,38,Standard,1,True,Pilates,10:01:00,11:35:00,94,1,Felipe Arroyo,155000,151375,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
46,Aridatha,Female,22/05/1981,43,Standard,4,True,Spinning- Pilates,18:41:00,19:50:00,69,1,Felipe Arroyo,155000,185848,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
398,Edna,Female,28/06/1979,45,Premium,2,True,LesMiles,10:37:00,11:52:00,75,1,Felipe Arroyo,260000,121184,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
708,Chic,Male,12/06/2001,23,Premium,2,True,Pilates,18:01:00,20:53:00,172,1,Felipe Arroyo,260000,196184,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
401,Evy,Female,11/10/2004,19,Premium,1,False,,17:52:00,18:35:00,43,1,Felipe Arroyo,260000,147415,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
155,Moe,Male,27/08/1977,47,Standard,1,False,,14:41:00,15:14:00,33,1,Felipe Arroyo,155000,76583,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
159,Ruthann,Female,03/06/2002,22,Standard,3,True,Kickboxen- LesMiles- HIT,17:57:00,20:19:00,142,1,Felipe Arroyo,155000,83832,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
132,Finley,Male,19/03/2003,21,Premium,1,False,,18:11:00,19:44:00,93,1,Felipe Arroyo,260000,52361,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
45,Sigismond,Male,19/01/1976,48,Premium,2,False,,09:57:00,11:11:00,74,1,Felipe Arroyo,260000,68013,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
596,Darius,Male,25/07/1978,46,Premium,5,False,,20:46:00,23:18:00,152,1,Felipe Arroyo,260000,88345,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
235,Teirtza,Female,21/07/1997,27,Standard,4,False,,11:49:00,14:21:00,152,1,Felipe Arroyo,155000,186774,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
277,Trista,Female,25/04/1999,25,Standard,2,False,,10:38:00,13:35:00,177,1,Felipe Arroyo,155000,192332,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
279,Mathilda,Female,15/10/1994,29,Standard,4,False,,10:43:00,12:30:00,107,1,Felipe Arroyo,155000,134196,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
390,Devi,Female,12/09/2012,12,Standard,3,False,,08:59:00,09:37:00,38,1,Felipe Arroyo,155000,165143,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
444,Orville,Male,23/02/1975,49,Standard,2,False,,18:40:00,21:15:00,155,1,Felipe Arroyo,155000,141387,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
579,Nickey,Male,22/10/1988,35,Premium,2,False,,19:50:00,21:54:00,124,1,Felipe Arroyo,260000,70774,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
513,Kermy,Male,03/05/1999,25,Premium,1,True,Kickboxen- Zumba,14:30:00,15:32:00,62,1,Felipe Arroyo,260000,123094,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
370,Maryellen,Female,05/01/1996,28,Premium,1,True,Spinning- Yoga- Kickboxen,13:08:00,15:56:00,168,1,Felipe Arroyo,260000,97649,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
781,Martyn,Male,28/02/1978,46,Premium,4,True,Pilates- BodyPump,16:32:00,18:27:00,115,1,Felipe Arroyo,260000,69510,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
731,Caitrin,Female,24/05/2008,16,Premium,2,True,XCore- Spinning,09:10:00,11:57:00,167,1,Felipe Arroyo,260000,109313,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
839,Ynes,Female,24/12/1978,45,Standard,2,False,,08:54:00,09:40:00,46,1,Felipe Arroyo,155000,77666,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
64,Bridget,Female,16/05/2002,22,Premium,3,False,,10:41:00,12:03:00,82,1,Felipe Arroyo,260000,123129,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
845,Curran,Male,05/01/1995,29,Standard,2,False,,17:09:00,18:30:00,81,1,Felipe Arroyo,155000,161564,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
846,Colby,Male,14/01/1979,45,Standard,2,True,HIT- Running,15:59:00,17:52:00,113,1,Felipe Arroyo,155000,113091,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
457,Maggi,Female,19/03/1983,41,Premium,1,False,,16:21:00,17:07:00,46,1,Felipe Arroyo,260000,51704,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
865,Erhard,Male,18/03/1979,45,Standard,4,False,,11:19:00,13:02:00,103,1,Felipe Arroyo,155000,71314,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
575,Laurice,Female,09/03/1991,33,Premium,1,False,,16:29:00,18:47:00,138,1,Felipe Arroyo,260000,83206,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
77,Alexine,Female,19/04/2007,17,Premium,2,False,,15:54:00,16:46:00,52,1,Felipe Arroyo,260000,65379,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
858,Florinda,Female,30/01/1988,36,Premium,2,True,HIT- Zumba- Yoga,10:20:00,12:56:00,156,1,Carlos Quintero,260000,146048,1972,Cali,Colombia,10.9878,-74.788899999999998,,
535,Enos,Male,25/09/2006,18,Premium,3,True,BodyPump- XCore,17:46:00,19:22:00,96,1,Carlos Quintero,260000,193187,1972,Cali,Colombia,10.9878,-74.788899999999998,,
157,Jillie,Female,30/08/2004,20,Standard,4,False,,11:51:00,13:13:00,82,1,Carlos Quintero,155000,57291,1972,Cali,Colombia,10.9878,-74.788899999999998,,
563,Filippa,Female,20/06/2008,16,Premium,5,False,,18:39:00,20:03:00,84,1,Carlos Quintero,260000,163482,1972,Cali,Colombia,10.9878,-74.788899999999998,,
538,Jethro,Male,26/06/1980,44,Premium,2,False,,08:10:00,10:42:00,152,1,Carlos Quintero,260000,184509,1972,Cali,Colombia,10.9878,-74.788899999999998,,
217,Denver,Male,16/06/1990,34,Standard,1,False,,12:42:00,14:31:00,109,1,Carlos Quintero,155000,95874,1972,Cali,Colombia,10.9878,-74.788899999999998,,
263,Star,Female,19/03/1981,43,Standard,1,False,,08:17:00,10:01:00,104,1,Carlos Quintero,155000,174060,1972,Cali,Colombia,10.9878,-74.788899999999998,,
469,Decca,Male,21/06/1990,34,Premium,2,True,LesMiles- Pilates,13:39:00,16:22:00,163,1,Carlos Quintero,260000,92350,1972,Cali,Colombia,10.9878,-74.788899999999998,,
297,Georas,Male,09/05/1994,30,Standard,5,False,,17:29:00,19:35:00,126,1,Carlos Quintero,155000,175497,1972,Cali,Colombia,10.9878,-74.788899999999998,,
789,Starlin,Female,16/11/1982,41,Premium,4,False,,17:08:00,17:39:00,31,1,Carlos Quintero,260000,101698,1972,Cali,Colombia,10.9878,-74.788899999999998,,
849,Carol,Female,18/04/1985,39,Premium,3,True,Pilates- XCore- Spinning,16:37:00,19:33:00,176,1,Carlos Quintero,260000,184237,1972,Cali,Colombia,10.9878,-74.788899999999998,,
340,Sanderson,Male,22/03/2002,22,Premium,3,True,HIT- Kickboxen- Zumba,18:51:00,20:52:00,121,1,Carlos Quintero,260000,177742,1972,Cali,Colombia,10.9878,-74.788899999999998,,
17,Chaddie,Male,17/12/1986,37,Premium,3,False,,09:25:00,10:46:00,81,1,Carlos Quintero,260000,105979,1972,Cali,Colombia,10.9878,-74.788899999999998,,
619,Phillip,Male,20/01/1976,48,Premium,3,False,,14:29:00,17:07:00,158,1,Carlos Quintero,260000,175264,1972,Cali,Colombia,10.9878,-74.788899999999998,,
429,Basil,Male,19/04/1993,31,Standard,2,True,Yoga,17:57:00,19:04:00,67,1,Carlos Quintero,155000,133119,1972,Cali,Colombia,10.9878,-74.788899999999998,,
446,Alyce,Female,05/12/1982,41,Standard,2,True,HIT- Yoga- BodyPump,14:06:00,16:58:00,172,1,Carlos Quintero,155000,121526,1972,Cali,Colombia,10.9878,-74.788899999999998,,
655,Demetris,Male,22/07/1996,28,Standard,2,False,,09:20:00,11:19:00,119,1,Carlos Quintero,155000,85691,1972,Cali,Colombia,10.9878,-74.788899999999998,,
693,Mignonne,Female,14/12/1987,36,Standard,4,False,,17:34:00,18:19:00,45,1,Carlos Quintero,155000,66748,1972,Cali,Colombia,10.9878,-74.788899999999998,,
939,Carlen,Female,08/10/1981,42,Premium,5,False,,12:50:00,14:10:00,80,1,Carlos Quintero,260000,86811,1972,Cali,Colombia,10.9878,-74.788899999999998,,
643,Dilan,Male,25/07/1999,25,Premium,2,True,HIT,20:31:00,22:06:00,95,1,Carlos Quintero,260000,150561,1972,Cali,Colombia,10.9878,-74.788899999999998,,
163,Cesaro,Male,24/11/1987,36,Premium,3,False,,08:42:00,11:16:00,154,1,Carlos Quintero,260000,105603,1972,Cali,Colombia,10.9878,-74.788899999999998,,
704,Hal,Male,16/02/1989,35,Premium,2,True,XCore- Pilates- Kickboxen,20:14:00,21:00:00,46,1,Carlos Quintero,260000,77013,1972,Cali,Colombia,10.9878,-74.788899999999998,,
